chimau24,Hộp chì 24 màu,Vật tư hàng hóa,,,0.00 ,Kho HH,0.00 ,36000
chiMGHB,CHì MG HB 30971,Vật tư hàng hóa,,,0.00 ,Kho HH,26.00 ,56000
chun vong 1.3 lang,Chun vòng 1.3 lạng,Vật tư hàng hóa,,,0.00 ,Kho HH,5.00 ,40000
chunvong5lang,Chun vòng 5 lạng,Vật tư hàng hóa,,,0.00 ,Kho HH,16.00 ,1287000
Cleverup A4,Giấy A4 Clever up ĐL 70,Vật tư hàng hóa,,,0.00 ,Kho HH,21.00 ,7595000
congeke5cm,Bìa còng EKE 5cm,Vật tư hàng hóa,,,0.00 ,Kho HH,85.00 ,1990000
congeke7cm,Bìa còng EKE 7cm,Vật tư hàng hóa,,,0.00 ,Kho HH,219.00 ,7474000
congeke9cm,Bìa còng EKE 9cm,Vật tư hàng hóa,,,0.00 ,Kho HH,112.00 ,7128000
congvandiden240,Sổ công văn đi đến 240trang,Vật tư hàng hóa,,,0.00 ,Kho HH,33.00 ,840220
cotuuongphipvuongto,Cờ tướng phip vuông to,Vật tư hàng hóa,,,0.00 ,Kho HH,0.00 ,80000
covua.canguachunhat,"Cờ vua, cá ngựa hộp chữ nhật",Vật tư hàng hóa,,,0.00 ,Kho HH,0.00 ,270000
CPMH,Chi phí mua hàng,Dịch vụ,,,0.00 ,,0.00 ,0
